SKU (Item),Name,Category,Width (cm),Length (cm),Height (cm),Net Weight (kg),Gross Weight (kg),CBM,Product Type,Stacking Limit,Side Box Weight,Box_42x46x68_Layers,Box_42x46x68_PerLayer,Box_42x46x68_Total,Box_47x66x68_Layers,Box_47x66x68_PerLayer,Box_47x66x68_Total,Box_57x64x84_Layers,Box_57x64x84_PerLayer,Box_57x64x84_Total,Box_68x74x86_Layers,Box_68x74x86_PerLayer,Box_68x74x86_Total,Box_70x100x90_Layers,Box_70x100x90_PerLayer,Box_70x100x90_Total,Pallet_80x120x65_Layers,Pallet_80x120x65_PerLayer,Pallet_80x120x65_Total,Pallet_80x120x90_Layers,Pallet_80x120x90_PerLayer,Pallet_80x120x90_Total,Pallet_80x120x115_Layers,Pallet_80x120x115_PerLayer,Pallet_80x120x115_Total,Pallet_110x110x65_Layers,Pallet_110x110x65_PerLayer,Pallet_110x110x65_Total,Pallet_110x110x90_Layers,Pallet_110x110x90_PerLayer,Pallet_110x110x90_Total,Pallet_110x110x115_Layers,Pallet_110x110x115_PerLayer,Pallet_110x110x115_Total,RTN_Layers,RTN_PerLayer,RTN_Total,Warp_Required
FRN0045G2S-4GU,Inverter-FRN0045G2S-4GU,Inverters,32.5,47,30,11.5700,11.5700,0.046,Carton,,,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0045LM2A-4E,Inverter-FRN0045LM2A-4E,Inverters,32.5,47,30,12.3000,12.3000,0.046,Carton,,13,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0045LM2A-4ESD,Inverter-FRN0045LM2A-4ESD,Inverters,32.5,47,30,12.2700,12.2700,0.046,Carton,,,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0045LM2C-4A,Inverter-FRN0045LM2C-4A,Inverters,32.5,47,30,11.2580,11.2580,0.046,Carton,5,10.2,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0046G2S-2G,Inverter-FRN0046G2S-2G,Inverters,30,34,31,7.1660,7.1660,0.032,Carton,6,,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,27,FALSE
FRN0046G2S-2GU,Inverter-FRN0046G2S-2GU,Inverters,30,34,31,7.2750,7.2750,0.032,Carton,,,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,27,FALSE
FRN0047C2S-2A,Inverter-FRN0047C2S-2A,Inverters,30,34,30,5.8760,5.8760,0.031,Carton,,6.5,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,27,FALSE
FRN0047C2S-2U,Inverter-FRN0047C2S-2U,Inverters,30,34,30,5.9150,5.9150,0.031,Carton,,0,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,27,FALSE
FRN0056E2S-2A,Inverter-FRN0056E2S-2A,Inverters,30,34,30,6.1000,6.1000,0.031,Carton,,9.9,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,27,FALSE
FRN0056E2S-2GB,Inverter-FRN0056E2S-2GB,Inverters,30,34,30,5.9610,5.9610,0.031,Carton,6,9.9,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,27,FALSE
FRN0056E2S-2GBBM1,Inverter-FRN0056E2S-2GBBM1,Inverters,30,34,30,5.9930,5.9930,0.031,Carton,6,,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,27,FALSE
FRN0056E3S-2G,Inverter-FRN0056E3S-2G,Inverters,30,34,30,6.2500,6.2500,0.031,Carton,,,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,27,FALSE
FRN0059E2E-4E,Inverter-FRN0059E2E-4E,Inverters,35,50,33,13.5130,13.5130,0.058,Carton,,12.3,,,,,,1,,,2,,,4,,,6,,,,,,,,,12,,,,,,12,,,18,,,12,FALSE
FRN0059E2S-4A,Inverter-FRN0059E2S-4A,Inverters,35,50,33,12.0700,12.0700,0.058,Carton,,11.3,,,,,,1,,,2,,,4,,,6,,,,,,,,,12,,,,,,12,,,18,,,12,FALSE
FRN0059E2S-4E,Inverter-FRN0059E2S-4E,Inverters,,,,No Data,No Data,0.000,Carton,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN0059E2S-4GB,Inverter-FRN0059E2S-4GB,Inverters,35,50,33,12.6790,12.6790,0.058,Carton,5,11.3,,,,,,1,,,2,,,4,,,6,,,,,,,,,12,,,,,,12,,,18,,,12,FALSE
FRN0059E2S-4U,Inverter-FRN0059E2S-4U,Inverters,35,50,33,11.8800,11.8800,0.058,Carton,,11,,,,,,1,,,2,,,4,,,6,,,,,,,,,12,,,,,,12,,,18,,,12,FALSE
FRN0059E3E-4G,Inverter-FRN0059E3E-4G,Inverters,32.5,47,30,12.3650,12.3650,0.046,Carton,,,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0059E3S-4G,Inverter-FRN0059E3S-4G,Inverters,35,50,33,11.4690,11.4690,0.058,Carton,,,,,,,,1,,,2,,,4,,,6,,,,,,,,,12,,,,,,12,,,18,,,12,FALSE
FRN0059G2S-2G,Inverter-FRN0059G2S-2G,Inverters,30,34,31,6.6870,6.6870,0.032,Carton,6,,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,27,FALSE
FRN0059G2S-2GU,Inverter-FRN0059G2S-2GU,Inverters,30,34,31,6.7850,6.7850,0.032,Carton,,,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,27,FALSE
FRN005AR1L-2U,Inverter-FRN005AR1L-2U,Inverters,23.5,55,34.5,10.7280,10.7280,0.045,Carton,,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN005AR1L-4U,Inverter-FRN005AR1L-4U,Inverters,23.5,55,34.5,10.4150,10.4150,0.045,Carton,,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN005AR1M-2U,Inverter-FRN005AR1M-2U,Inverters,23.5,55,34.5,10.7600,10.7600,0.045,Carton,,10.8,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN005AR1M-4U,Inverter-FRN005AR1M-4U,Inverters,23.5,55,34.5,10.4570,10.4570,0.045,Carton,,10.8,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN005E1S-2U,Inverter-FRN005E1S-2U,Inverters,16.5,22,22,2.9500,2.9500,0.008,Carton,,3,,,8,,,12,,,27,,,39,,,54,,,,,,72,,,96,,,,,,58,,,116,,,96,FALSE
FRN005E1S-4U,Inverter-FRN005E1S-4U,Inverters,16.5,22,22,2.9400,2.9400,0.008,Carton,,3,,,8,,,12,,,27,,,39,,,54,,,,,,72,,,96,,,,,,58,,,116,,,96,FALSE
FRN005F1S-2DY,Inverter-FRN005F1S-2DY,Inverters,21.5,32,23,4.5000,4.5000,0.016,Carton,,4,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN005F1S-2U,Inverter-FRN005F1S-2U,Inverters,21.5,32,23,4.3800,4.3800,0.016,Carton,,4,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN005F1S-4DY,Inverter-FRN005F1S-4DY,Inverters,21.5,32,23,4.4600,4.4600,0.016,Carton,,4,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN005F1S-4U,Inverter-FRN005F1S-4U,Inverters,21.5,32,23,4.3900,4.3900,0.016,Carton,,4,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN005G1S-2U,Inverter-FRN005G1S-2U,Inverters,23.5,33,23.5,4.7630,4.7630,0.018,Carton,,3.8,,,2,,,4,,,6,,,18,,,27,,,,,,,,,40,,,,,,,,,,,,,FALSE
FRN005G1S-4U,Inverter-FRN005G1S-4U,Inverters,23.5,33,23.5,4.6710,4.6710,0.018,Carton,,3.8,,,2,,,4,,,6,,,18,,,27,,,,,,,,,40,,,,,,,,,,,,,FALSE
FRN0060C2S-2A,Inverter-FRN0060C2S-2A,Inverters,30,34,30,6.0610,6.0610,0.031,Carton,,6.5,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,27,FALSE
FRN0060C2S-2U,Inverter-FRN0060C2S-2U,Inverters,30,34,30,6.0830,6.0830,0.031,Carton,,0,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,27,FALSE
FRN0060C2S-2U A,Inverter-FRN0060C2S-2U A,Inverters,30,34,30,6.0870,6.0870,0.031,Carton,,0,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,27,FALSE
FRN0060F2E-4G,Inverter-FRN0060F2E-4G,Inverters,32.5,47,30,12.2610,12.2610,0.046,Carton,,12.3,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0060G2E-4G,Inverter-FRN0060G2E-4G,Inverters,32.5,47,30,12.6240,12.6240,0.046,Carton,5,,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0060G2E-4GAP,Inverter-FRN0060G2E-4GAP,Inverters,32.5,47,30,12.6670,12.6670,0.046,Carton,,,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0060G2S-4G,Inverter-FRN0060G2S-4G,Inverters,32.5,47,30,11.8080,11.8080,0.046,Carton,,,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0060G2S-4GU,Inverter-FRN0060G2S-4GU,Inverters,32.5,47,30,11.8050,11.8050,0.046,Carton,,,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0060LM2A-4E,Inverter-FRN0060LM2A-4E,Inverters,45,71,49,32.0000,33.0000,0.157,Carton Case,3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0060LM2A-4ESD,Inverter-FRN0060LM2A-4ESD,Inverters,45,71,49,28.0000,32.0000,0.157,Carton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0069E2S-2GB,Inverter-FRN0069E2S-2GB,Inverters,30,34,30,6.1610,6.1610,0.031,Carton,7,10.9,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,27,FALSE
FRN0069E2S-2GBBM1,Inverter-FRN0069E2S-2GBBM1,Inverters,30,34,30,6.1500,6.1500,0.031,Carton,,,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,27,FALSE
FRN0069E2S-2U,Inverter-FRN0069E2S-2U,Inverters,30,34,30,6.3100,6.3100,0.031,Carton,,10.9,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,27,FALSE
FRN0069E3S-2G,Inverter-FRN0069E3S-2G,Inverters,30,34,30,6.4350,6.4350,0.031,Carton,,,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,27,FALSE
FRN0072E2E-4E,Inverter-FRN0072E2E-4E,Inverters,35,50,33,13.6950,13.6950,0.058,Carton,3,13,,,,,,1,,,2,,,4,,,6,,,,,,,,,12,,,,,,12,,,18,,,12,FALSE
FRN0072E2S-4A,Inverter-FRN0072E2S-4A,Inverters,35,50,33,12.6000,12.6000,0.058,Carton,,11.8,,,,,,1,,,2,,,4,,,6,,,,,,,,,12,,,,,,12,,,18,,,12,FALSE
FRN0072E2S-4E,Inverter-FRN0072E2S-4E,Inverters,,,,No Data,No Data,0.000,Carton,,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN0072E2S-4GB,Inverter-FRN0072E2S-4GB,Inverters,35,50,33,12.9110,12.9110,0.058,Carton,5,11.8,,,,,,1,,,2,,,4,,,6,,,,,,,,,12,,,,,,12,,,18,,,12,FALSE
FRN0072E2S-4GBBM1,Inverter-FRN0072E2S-4GBBM1,Inverters,35,50,33,12.8600,12.8600,0.058,Carton,,,,,,,,1,,,2,,,4,,,6,,,,,,,,,12,,,,,,12,,,18,,,12,FALSE
FRN0072E2S-4U,Inverter-FRN0072E2S-4U,Inverters,35,50,33,11.9500,11.9500,0.058,Carton,,12,,,,,,1,,,2,,,4,,,6,,,,,,,,,12,,,,,,12,,,18,,,12,FALSE
FRN0072E3E-4G,Inverter-FRN0072E3E-4G,Inverters,32.5,47,30,13.0000,13.0000,0.046,Carton,,,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0072E3S-4G,Inverter-FRN0072E3S-4G,Inverters,32.5,47,30,11.7130,11.7130,0.046,Carton,,,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0075F2E-4G,Inverter-FRN0075F2E-4G,Inverters,45,71,49,28.0000,32.0000,0.157,Carton Case,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0075G2E-4G,Inverter-FRN0075G2E-4G,Inverters,49,80,51,28.0000,33.0000,0.200,Carton Case,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0075G2S-2G,Inverter-FRN0075G2S-2G,Inverters,32.5,47,30,11.8110,11.8110,0.046,Carton,5,,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0075G2S-4G,Inverter-FRN0075G2S-4G,Inverters,45,71,49,24.0000,29.0000,0.157,Carton Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0075LM2A-4E,Inverter-FRN0075LM2A-4E,Inverters,45,71,49,32.0000,33.0000,0.157,Carton Case,4,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0075LM2A-4ESD,Inverter-FRN0075LM2A-4ESD,Inverters,45,71,49,28.0000,32.0000,0.157,Carton,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN007AR1L-2U,Inverter-FRN007AR1L-2U,Inverters,31,68,37,17.8470,17.7500,0.078,Carton,,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN007AR1L-4U,Inverter-FRN007AR1L-4U,Inverters,23.5,55,34.5,10.6000,10.6000,0.045,Carton,,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN007AR1M-2U,Inverter-FRN007AR1M-2U,Inverters,31,68,37,17.7420,17.7420,0.078,Carton,,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN007AR1M-4U,Inverter-FRN007AR1M-4U,Inverters,23.5,55,34.5,10.5820,10.5820,0.045,Carton,3,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN007E1S-2U,Inverter-FRN007E1S-2U,Inverters,25.5,30,25.5,4.2900,4.2900,0.020,Carton,,4.5,,,2,,,4,,,8,,,8,,,16,,,22,,,33,,,,,,26,,,39,,,,,,36,FALSE
FRN007E1S-4U,Inverter-FRN007E1S-4U,Inverters,25.5,30,25.5,4.3100,4.3100,0.020,Carton,,4.5,,,2,,,4,,,8,,,8,,,16,,,22,,,33,,,,,,26,,,39,,,,,,36,FALSE
FRN007F1S-2DY,Inverter-FRN007F1S-2DY,Inverters,30,34,32,7.1400,7.1400,0.033,Carton,,7,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN007F1S-2U,Inverter-FRN007F1S-2U,Inverters,30,34,32,7.1100,7.1100,0.033,Carton,,7,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN007F1S-4DY,Inverter-FRN007F1S-4DY,Inverters,21.5,32,23,4.5000,4.5000,0.016,Carton,,4,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN007F1S-4U,Inverter-FRN007F1S-4U,Inverters,21.5,32,23,4.4200,4.4200,0.016,Carton,,4,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN007G1S-2U,Inverter-FRN007G1S-2U,Inverters,31,37,34,8.7800,8.7800,0.039,Carton,,8.2,,,1,,,2,,,4,,,6,,,10,,,,,,12,,,,,,,,,,,,,,,,FALSE
FRN007G1S-4U,Inverter-FRN007G1S-4U,Inverters,31,37,34,8.8400,8.8400,0.039,Carton,,8.2,,,1,,,2,,,4,,,6,,,10,,,,,,12,,,,,,,,,,,,,,,,FALSE
FRN0085E2E-4E,Inverter-FRN0085E2E-4E,Inverters,45,71,49,27.0000,32.0000,0.157,Carton Case,3,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0085E2S-4A,Inverter-FRN0085E2S-4A,Inverters,45,71,49,26.0000,31.0000,0.157,Carton Case,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0085E2S-4E,Inverter-FRN0085E2S-4E,Inverters,45,71,49,No Data,No Data,0.157,Carton Case,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0085E2S-4GB,Inverter-FRN0085E2S-4GB,Inverters,45,71,49,25.0000,30.0000,0.157,Carton Case,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0085E2S-4U,Inverter-FRN0085E2S-4U,Inverters,49,80,53,30.0000,36.0000,0.208,Carton Case,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0085G2E-4G,Inverter-FRN0085G2E-4G,Inverters,49,80,53,28.0000,33.0000,0.208,Carton Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0085G2E-4GAP,Inverter-FRN0085G2E-4GAP,Inverters,49,80,53,28.0000,33.0000,0.208,Carton Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0085G2S-4G,Inverter-FRN0085G2S-4G,Inverters,45,71,49,24.0000,29.0000,0.157,Carton Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0088E2S-2A,Inverter-FRN0088E2S-2A,Inverters,32.5,47,30,12.4000,12.4000,0.046,Carton,,11.3,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0088E2S-2GB,Inverter-FRN0088E2S-2GB,Inverters,32.5,47,30,11.5930,11.5930,0.046,Carton,5,11.3,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0088E2S-2GBBM1,Inverter-FRN0088E2S-2GBBM1,Inverters,32.5,47,30,11.5230,11.5230,0.046,Carton,,,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0088E3S-2G,Inverter-FRN0088E3S-2G,Inverters,32.5,47,30,11.9000,11.9000,0.046,Carton,,,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0088G2S-2G,Inverter-FRN0088G2S-2G,Inverters,32.5,47,30,11.9200,11.9200,0.046,Carton,5,,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0088G2S-2GU,Inverter-FRN0088G2S-2GU,Inverters,32.5,47,30,12.0600,12.0600,0.046,Carton,,,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0091F2E-4G,Inverter-FRN0091F2E-4G,Inverters,45,71,49,28.0000,32.0000,0.157,Carton Case,3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0091G2E-4G,Inverter-FRN0091G2E-4G,Inverters,49,80,51,28.0000,33.0000,0.200,Carton Case,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0091G2S-4G,Inverter-FRN0091G2S-4G,Inverters,45,71,49,24.0000,29.0000,0.157,Carton Case,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0091LM2A-4E,Inverter-FRN0091LM2A-4E,Inverters,49,80,51,37.0000,38.0000,0.200,Carton Case,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0091LM2A-4ESD,Inverter-FRN0091LM2A-4ESD,Inverters,49,80,51,32.0000,38.0000,0.200,Carton Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0105E2E-4E,Inverter-FRN0105E2E-4E,Inverters,45,71,49,28.0000,32.0000,0.157,Carton Case,3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0105E2S-4A,Inverter-FRN0105E2S-4A,Inverters,45,71,49,26.0000,31.0000,0.157,Carton Case,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0105E2S-4E,Inverter-FRN0105E2S-4E,Inverters,,,,No Data,No Data,0.000,Carton Case,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0105E2S-4GB,Inverter-FRN0105E2S-4GB,Inverters,45,71,49,26.0000,30.0000,0.157,Carton Case,4,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0105E2S-4U,Inverter-FRN0105E2S-4U,Inverters,49,80,51,31.0000,36.0000,0.200,Carton Case,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0105G2E-4G,Inverter-FRN0105G2E-4G,Inverters,49,80,53,32.0000,37.0000,0.208,Carton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0105G2E-4GAP,Inverter-FRN0105G2E-4GAP,Inverters,49,80,53,28.0000,33.0000,0.208,Carton Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0105G2S-4G,Inverter-FRN0105G2S-4G,Inverters,45,71,49,24.0000,29.0000,0.157,Carton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN010AR1L-2U,Inverter-FRN010AR1L-2U,Inverters,31,68,37,18.2350,18.2350,0.078,Carton,,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN010AR1L-4U,Inverter-FRN010AR1L-4U,Inverters,23.5,55,34.5,10.7930,10.7930,0.045,Carton,,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN010AR1M-2U,Inverter-FRN010AR1M-2U,Inverters,31,68,37,18.3000,18.3000,0.078,Carton,,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN010AR1M-4U,Inverter-FRN010AR1M-4U,Inverters,23.5,55,34.5,10.7830,10.7830,0.045,Carton,,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN010E1S-2U,Inverter-FRN010E1S-2U,Inverters,25.5,30,25.5,4.3600,4.3600,0.020,Carton,,4.5,,,2,,,4,,,8,,,8,,,16,,,22,,,33,,,,,,26,,,39,,,,,,36,FALSE
FRN010E1S-4U,Inverter-FRN010E1S-4U,Inverters,25.5,30,25.5,4.4200,4.4200,0.020,Carton,,4.5,,,2,,,4,,,8,,,8,,,16,,,22,,,33,,,,,,26,,,39,,,,,,36,FALSE
FRN010F1S-2DY,Inverter-FRN010F1S-2DY,Inverters,30,34,32,7.2700,7.2700,0.033,Carton,,7,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN010F1S-2U,Inverter-FRN010F1S-2U,Inverters,30,34,32,7.2700,7.2700,0.033,Carton,,7,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN010F1S-4DY,Inverter-FRN010F1S-4DY,Inverters,30,34,32,7.1500,7.1500,0.033,Carton,,7,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN010F1S-4U,Inverter-FRN010F1S-4U,Inverters,30,34,32,7.1700,7.1700,0.033,Carton,,7,,,1,,,2,,,4,,,8,,,12,,,,,,16,,,24,,,,,,18,,,27,,,18,FALSE
FRN010G1S-2U,Inverter-FRN010G1S-2U,Inverters,31,37,34,8.7710,8.7710,0.039,Carton,,8.2,,,1,,,2,,,4,,,6,,,10,,,,,,12,,,,,,,,,,,,,,,,FALSE
FRN010G1S-4U,Inverter-FRN010G1S-4U,Inverters,31,37,34,8.8770,8.8770,0.039,Carton,,8.2,,,1,,,2,,,4,,,6,,,10,,,,,,12,,,,,,,,,,,,,,,,FALSE
FRN0112F2E-4G,Inverter-FRN0112F2E-4G,Inverters,49,80,51,31.0000,36.0000,0.200,Carton Case,3,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0112G2E-4G,Inverter-FRN0112G2E-4G,Inverters,49,80,51,33.0000,38.0000,0.200,Carton Case,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0112G2S-4G,Inverter-FRN0112G2S-4G,Inverters,49,80,51,33.0000,35.0000,0.200,Carton Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0115E2S-2GB,Inverter-FRN0115E2S-2GB,Inverters,32.5,47,30,12.0900,12.0900,0.046,Carton,6,11.8,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0115E3S-2G,Inverter-FRN0115E3S-2G,Inverters,32.5,47,30,12.4410,12.4410,0.046,Carton,,,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0115G2S-2G,Inverter-FRN0115G2S-2G,Inverters,32.5,47,30,12.4850,12.4850,0.046,Carton,5,,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0115G2S-2GU,Inverter-FRN0115G2S-2GU,Inverters,32.5,47,30,12.5550,12.5550,0.046,Carton,,,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN0139E2E-4E,Inverter-FRN0139E2E-4E,Inverters,49,80,51,33.0000,37.0000,0.200,Carton Case,3,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN0139E2S-4A,Inverter-FRN0139E2S-4A,Inverters,49,80,51,30.0000,35.0000,0.200,Carton Case,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
